article_url,article_title,comment,sentiment,score,human_label
https://news.yahoo.co.jp/articles/0c9549de0b29d7b5e10c777a8a3586cfb8f32a7d,「箱だけほしい…」マックナゲットの“サンリオBOX”に注目集まる、15ピース・490円の割引企画にあわせて登場…ファストフードチェーン「マクドナルド」（代表：トーマス・コウ）の人気サイドメニュー「チキンマックナゲット」が、4月22日から4週間限定でお得に。これ…Lmaga.jpライフ総合4/16(木) 20:45,ガンダムのやつ、欲しい,positive,0.6923,positive
https://news.yahoo.co.jp/articles/03e4144e884449262d20adae52ed4f6e762a1f50,マクドナルド次回コラボは「刃牙」か？ シルエット貫通してる画像公開日本マクドナルドは公式Xアカウントにて、次のコラボと思われるシルエット画像を投稿した。 　公開されたのは、「刃牙」シリーズに登場する範馬刃牙、列海…GAME Watchエンタメ総合4/16(木) 19:07,"過剰な油分…塩分…保存料…　様々な化学物質　身体によかろうハズもない。
しかし、だからとて健康にいいものだけを採る。これも健全とは言い難い。
毒も喰らう 栄養も喰らう。両方を共に美味いと感じ血肉に変える度量こそが食には肝要だ",neutral,0.5702,neutral
https://news.yahoo.co.jp/articles/03e4144e884449262d20adae52ed4f6e762a1f50,マクドナルド次回コラボは「刃牙」か？ シルエット貫通してる画像公開日本マクドナルドは公式Xアカウントにて、次のコラボと思われるシルエット画像を投稿した。 　公開されたのは、「刃牙」シリーズに登場する範馬刃牙、列海…GAME Watchエンタメ総合4/16(木) 19:07,"徳川寒子役を演じた声優・野沢雅子さんと思われるシルエット画像　
え！範馬勇次郎じゃないの？",neutral,0.9516,neutral
https://news.yahoo.co.jp/articles/03e4144e884449262d20adae52ed4f6e762a1f50,マクドナルド次回コラボは「刃牙」か？ シルエット貫通してる画像公開日本マクドナルドは公式Xアカウントにて、次のコラボと思われるシルエット画像を投稿した。 　公開されたのは、「刃牙」シリーズに登場する範馬刃牙、列海…GAME Watchエンタメ総合4/16(木) 19:07,コラボの意味がわからない…。ガンダムだって箱に絵が描いてるだけでしょう？,negative,0.5374,negative
https://news.yahoo.co.jp/articles/03e4144e884449262d20adae52ed4f6e762a1f50,マクドナルド次回コラボは「刃牙」か？ シルエット貫通してる画像公開日本マクドナルドは公式Xアカウントにて、次のコラボと思われるシルエット画像を投稿した。 　公開されたのは、「刃牙」シリーズに登場する範馬刃牙、列海…GAME Watchエンタメ総合4/16(木) 19:07,コラボ商品はソース濃い目のメニューになりそう。,positive,0.5733,positive
https://news.yahoo.co.jp/articles/03e4144e884449262d20adae52ed4f6e762a1f50,マクドナルド次回コラボは「刃牙」か？ シルエット貫通してる画像公開日本マクドナルドは公式Xアカウントにて、次のコラボと思われるシルエット画像を投稿した。 　公開されたのは、「刃牙」シリーズに登場する範馬刃牙、列海…GAME Watchエンタメ総合4/16(木) 19:07,炭酸抜きコーラ。,neutral,0.9348,neutral
https://news.yahoo.co.jp/articles/03e4144e884449262d20adae52ed4f6e762a1f50,マクドナルド次回コラボは「刃牙」か？ シルエット貫通してる画像公開日本マクドナルドは公式Xアカウントにて、次のコラボと思われるシルエット画像を投稿した。 　公開されたのは、「刃牙」シリーズに登場する範馬刃牙、列海…GAME Watchエンタメ総合4/16(木) 19:07,烈海王が ｢マックチャオ復活ッッ！｣とかないかなあ笑,positive,0.5066,positive
https://news.yahoo.co.jp/articles/03e4144e884449262d20adae52ed4f6e762a1f50,マクドナルド次回コラボは「刃牙」か？ シルエット貫通してる画像公開日本マクドナルドは公式Xアカウントにて、次のコラボと思われるシルエット画像を投稿した。 　公開されたのは、「刃牙」シリーズに登場する範馬刃牙、列海…GAME Watchエンタメ総合4/16(木) 19:07,真ん中、作者じゃね？,neutral,0.9643,neutral
https://news.yahoo.co.jp/articles/03e4144e884449262d20adae52ed4f6e762a1f50,マクドナルド次回コラボは「刃牙」か？ シルエット貫通してる画像公開日本マクドナルドは公式Xアカウントにて、次のコラボと思われるシルエット画像を投稿した。 　公開されたのは、「刃牙」シリーズに登場する範馬刃牙、列海…GAME Watchエンタメ総合4/16(木) 19:07,バレバレではないかッッ,neutral,0.6979,neutral
https://news.yahoo.co.jp/articles/03e4144e884449262d20adae52ed4f6e762a1f50,マクドナルド次回コラボは「刃牙」か？ シルエット貫通してる画像公開日本マクドナルドは公式Xアカウントにて、次のコラボと思われるシルエット画像を投稿した。 　公開されたのは、「刃牙」シリーズに登場する範馬刃牙、列海…GAME Watchエンタメ総合4/16(木) 19:07,烈海王「裏返ったぁぁあ！！チキンタツタァァア！！」,positive,0.9359,positive
https://news.yahoo.co.jp/articles/03e4144e884449262d20adae52ed4f6e762a1f50,マクドナルド次回コラボは「刃牙」か？ シルエット貫通してる画像公開日本マクドナルドは公式Xアカウントにて、次のコラボと思われるシルエット画像を投稿した。 　公開されたのは、「刃牙」シリーズに登場する範馬刃牙、列海…GAME Watchエンタメ総合4/16(木) 19:07,エフッ、エフッ、エフッ、エフッ、エフッ、エフッ、アハッ、ハハハハハハハ,neutral,0.5761,neutral
https://news.yahoo.co.jp/articles/83d8f0c0431b36dcbbab935255292ed4c33d2b8f,このシルエットは…！マクドナルド公式が「刃牙」シリーズコラボを匂わせる画像を投稿…マクドナルドは、「刃牙」とのコラボを思わせる画像を投稿しました。 ◆まさかの刃牙コラボ！？マクドナルドが「刃牙」シリーズに登場するキャラクターと思…インサイドゲーム4/16(木) 19:05,"次から次へと漫画アニメ使って、、
値上げするくらいなら版権散財やめたら？こんなただCMや包み紙プリントなんかどうでもいいし昔のマクドナルドがブランドだった包み紙、パッケージの方が何千倍も良い。
グリマス、ハンバーグラーやビックマックポリス使ってマクドナルドをアピールしてくれた方がよほど価値があって貴重。
ちょっと方向性間違えてるよ",neutral,0.5555,negative
https://news.yahoo.co.jp/articles/83d8f0c0431b36dcbbab935255292ed4c33d2b8f,このシルエットは…！マクドナルド公式が「刃牙」シリーズコラボを匂わせる画像を投稿…マクドナルドは、「刃牙」とのコラボを思わせる画像を投稿しました。 ◆まさかの刃牙コラボ！？マクドナルドが「刃牙」シリーズに登場するキャラクターと思…インサイドゲーム4/16(木) 19:05,"最近のマクドナルドはコラボ商法ばかりですね。
何だかなぁ…。
私はガンダム好き何ですが、今やってるコラボには行ってません。",neutral,0.6251,negative
https://news.yahoo.co.jp/articles/83d8f0c0431b36dcbbab935255292ed4c33d2b8f,このシルエットは…！マクドナルド公式が「刃牙」シリーズコラボを匂わせる画像を投稿…マクドナルドは、「刃牙」とのコラボを思わせる画像を投稿しました。 ◆まさかの刃牙コラボ！？マクドナルドが「刃牙」シリーズに登場するキャラクターと思…インサイドゲーム4/16(木) 19:05,"サモ・・・ガプ・・・モニュモニュ・・・ギュウウウ・・・チュピ。
刃牙キャラがハンバーガー食べるとこんな感じの擬音なんですわ。",neutral,0.8263,neutral
https://news.yahoo.co.jp/articles/83d8f0c0431b36dcbbab935255292ed4c33d2b8f,このシルエットは…！マクドナルド公式が「刃牙」シリーズコラボを匂わせる画像を投稿…マクドナルドは、「刃牙」とのコラボを思わせる画像を投稿しました。 ◆まさかの刃牙コラボ！？マクドナルドが「刃牙」シリーズに登場するキャラクターと思…インサイドゲーム4/16(木) 19:05,"その手があったかぁ〜！
やはりあなたは天才だっ！！
バーガー復活！バーガー復活！バーガー復活！",positive,0.9759,positive
https://news.yahoo.co.jp/articles/83d8f0c0431b36dcbbab935255292ed4c33d2b8f,このシルエットは…！マクドナルド公式が「刃牙」シリーズコラボを匂わせる画像を投稿…マクドナルドは、「刃牙」とのコラボを思わせる画像を投稿しました。 ◆まさかの刃牙コラボ！？マクドナルドが「刃牙」シリーズに登場するキャラクターと思…インサイドゲーム4/16(木) 19:05,"刃牙、ドラクエ、過度なニコニコ動画擦り…
広報の世代が痛々しいほど露呈してていよいよ共感性羞恥の域。",negative,0.8645,neutral
https://news.yahoo.co.jp/articles/83d8f0c0431b36dcbbab935255292ed4c33d2b8f,このシルエットは…！マクドナルド公式が「刃牙」シリーズコラボを匂わせる画像を投稿…マクドナルドは、「刃牙」とのコラボを思わせる画像を投稿しました。 ◆まさかの刃牙コラボ！？マクドナルドが「刃牙」シリーズに登場するキャラクターと思…インサイドゲーム4/16(木) 19:05,パックマン的な雰囲気のバーガーがあるといいな。１０万キロカロリー取れるぐらいの(笑),positive,0.9555,positive
https://news.yahoo.co.jp/articles/83d8f0c0431b36dcbbab935255292ed4c33d2b8f,このシルエットは…！マクドナルド公式が「刃牙」シリーズコラボを匂わせる画像を投稿…マクドナルドは、「刃牙」とのコラボを思わせる画像を投稿しました。 ◆まさかの刃牙コラボ！？マクドナルドが「刃牙」シリーズに登場するキャラクターと思…インサイドゲーム4/16(木) 19:05,コラボと言っても包みのデザインだけですよね,neutral,0.9188,negative
https://news.yahoo.co.jp/articles/83d8f0c0431b36dcbbab935255292ed4c33d2b8f,このシルエットは…！マクドナルド公式が「刃牙」シリーズコラボを匂わせる画像を投稿…マクドナルドは、「刃牙」とのコラボを思わせる画像を投稿しました。 ◆まさかの刃牙コラボ！？マクドナルドが「刃牙」シリーズに登場するキャラクターと思…インサイドゲーム4/16(木) 19:05,わたしは一向にかまわんッッ,negative,0.981,negative
https://news.yahoo.co.jp/articles/83d8f0c0431b36dcbbab935255292ed4c33d2b8f,このシルエットは…！マクドナルド公式が「刃牙」シリーズコラボを匂わせる画像を投稿…マクドナルドは、「刃牙」とのコラボを思わせる画像を投稿しました。 ◆まさかの刃牙コラボ！？マクドナルドが「刃牙」シリーズに登場するキャラクターと思…インサイドゲーム4/16(木) 19:05,コーラ炭酸抜き頼めるのかな,neutral,0.9118,neutral
https://news.yahoo.co.jp/articles/c2ea713a159f3eb446b16854846417714c587923,マクドナルド「てりたまマフィンセット」の“二重価格”が話題！「羽田空港750円・長崎640円」…店舗によって値段が違うのは問題ない？ チェーン店が値段に差をつける理由とは…問題はないのかなどを解説します。マクドナルドの二重価格に関するSNSの投稿が話題に前記のとおり、「マクドナルドで同じメニューなのに価格が違う」とい…ファイナンシャルフィールドライフ総合4/16(木) 13:40,"羽田空港のマクドナルドの高さは最初見た時びっくりしましたよ。場所柄仕方ないとは思いますが。
その値段でも食べたい人は食べればいいし、納得できないなら隣のローソンでパンでも買えば良い。ローソンの価格は据え置きだ。",neutral,0.8723,neutral
https://news.yahoo.co.jp/articles/c2ea713a159f3eb446b16854846417714c587923,マクドナルド「てりたまマフィンセット」の“二重価格”が話題！「羽田空港750円・長崎640円」…店舗によって値段が違うのは問題ない？ チェーン店が値段に差をつける理由とは…問題はないのかなどを解説します。マクドナルドの二重価格に関するSNSの投稿が話題に前記のとおり、「マクドナルドで同じメニューなのに価格が違う」とい…ファイナンシャルフィールドライフ総合4/16(木) 13:40,ガソリン価格の地域差を例に考えると、違いがあってもいいのではないでしょうか。最低賃金の違いもあるでしょうし、このチェーン店の価格設定は新時代の先駆けとなりそうです。,neutral,0.7602,neutral
https://news.yahoo.co.jp/articles/c2ea713a159f3eb446b16854846417714c587923,マクドナルド「てりたまマフィンセット」の“二重価格”が話題！「羽田空港750円・長崎640円」…店舗によって値段が違うのは問題ない？ チェーン店が値段に差をつける理由とは…問題はないのかなどを解説します。マクドナルドの二重価格に関するSNSの投稿が話題に前記のとおり、「マクドナルドで同じメニューなのに価格が違う」とい…ファイナンシャルフィールドライフ総合4/16(木) 13:40,"二重価格っていうのか？マクドナルドでは都心型価格と言う呼び方だな、最近はマクドナルド以外も多く採用してる、スターバックスとかも。理由なんて立地によって値段違うのは賃貸なら家賃や、場所によっては最低時給も違うから人件費や、空港など特殊エリアはテナント料が高かったり営業時間が限られたりで違うんだろ。

↓2023年のファイナンシャルフィールドではない記事

マクドナルドはこれまで、空港や遊園地、サービスエリアといった特殊なエリアに立地する13の店舗で、通常より高い値段の「都心型価格」を導入してきました。
7月19日からは、店舗運営コストの上昇を背景に賃料、人件費などの負担が特に大きい東京・名古屋・大阪エリアの一部の店舗において、「都心型価格」を全国約3000店舗の約6％にあたる「184店舗」に適用となりました。
価格も、通常店＜準都心店＜都心店・特殊立地店と高くなっていきます。",neutral,0.897,neutral
https://news.yahoo.co.jp/articles/c2ea713a159f3eb446b16854846417714c587923,マクドナルド「てりたまマフィンセット」の“二重価格”が話題！「羽田空港750円・長崎640円」…店舗によって値段が違うのは問題ない？ チェーン店が値段に差をつける理由とは…問題はないのかなどを解説します。マクドナルドの二重価格に関するSNSの投稿が話題に前記のとおり、「マクドナルドで同じメニューなのに価格が違う」とい…ファイナンシャルフィールドライフ総合4/16(木) 13:40,"ひらかたパーク内にあるマクドナルドは当然というべきか全てが高かったですねー。
むしろ遊園地内にマクドナルドがあること自体驚きましたが、100〜200円程度の上乗せなら、観光地価格でも納得できました。",neutral,0.6748,negative
https://news.yahoo.co.jp/articles/c2ea713a159f3eb446b16854846417714c587923,マクドナルド「てりたまマフィンセット」の“二重価格”が話題！「羽田空港750円・長崎640円」…店舗によって値段が違うのは問題ない？ チェーン店が値段に差をつける理由とは…問題はないのかなどを解説します。マクドナルドの二重価格に関するSNSの投稿が話題に前記のとおり、「マクドナルドで同じメニューなのに価格が違う」とい…ファイナンシャルフィールドライフ総合4/16(木) 13:40,まぁそりゃあガソリンだって同じ系列店でもエリアによって価格は違うし、それこそマクドナルドにしてもビックマック指数という指標があるぐらい各国で価格差があるのが当然なわけで。,neutral,0.8799,neutral
https://news.yahoo.co.jp/articles/c2ea713a159f3eb446b16854846417714c587923,マクドナルド「てりたまマフィンセット」の“二重価格”が話題！「羽田空港750円・長崎640円」…店舗によって値段が違うのは問題ない？ チェーン店が値段に差をつける理由とは…問題はないのかなどを解説します。マクドナルドの二重価格に関するSNSの投稿が話題に前記のとおり、「マクドナルドで同じメニューなのに価格が違う」とい…ファイナンシャルフィールドライフ総合4/16(木) 13:40,"わかりましたも何も…
マクドナルドが都心店、準都心店、
標準店と二重どころか三重価格を
設定した時には結構なニュースに
なったじゃない。
ついでに特殊立地店っていうのが
さらにその上にあって大型空港や
サービスエリア内の一部店舗が
これにあたる。羽田空港の店は
その特殊立地店になるんでそりゃ
標準店と比べたら明確な差に。

自分は新宿区在住でどう足掻いても
近隣に都心店と準都心店しかない。
地代がバカ高だから仕方ないとは
思うが、マクドナルド以外も多くの
飲食チェーン店は都心部価格を設定
してて、回転寿司なんかでもたまに
郊外に行って店に入る機会があると
おお、何か安いな…と得した気分に
なるよ。",neutral,0.6568,negative
https://news.yahoo.co.jp/articles/c2ea713a159f3eb446b16854846417714c587923,マクドナルド「てりたまマフィンセット」の“二重価格”が話題！「羽田空港750円・長崎640円」…店舗によって値段が違うのは問題ない？ チェーン店が値段に差をつける理由とは…問題はないのかなどを解説します。マクドナルドの二重価格に関するSNSの投稿が話題に前記のとおり、「マクドナルドで同じメニューなのに価格が違う」とい…ファイナンシャルフィールドライフ総合4/16(木) 13:40,別に珍しくないけど。関空が出来た頃に松屋とかマクドの値段が他の店舗より割高だったのを見てるから今更ねぇ。関空ターミナル内のレストランがもっと高めだから客はいるし嫌なら食べなきゃいいんだよ。,neutral,0.5625,negative
https://news.yahoo.co.jp/articles/c2ea713a159f3eb446b16854846417714c587923,マクドナルド「てりたまマフィンセット」の“二重価格”が話題！「羽田空港750円・長崎640円」…店舗によって値段が違うのは問題ない？ チェーン店が値段に差をつける理由とは…問題はないのかなどを解説します。マクドナルドの二重価格に関するSNSの投稿が話題に前記のとおり、「マクドナルドで同じメニューなのに価格が違う」とい…ファイナンシャルフィールドライフ総合4/16(木) 13:40,家賃、食材の輸送コスト、売上等違いがあるのでその店舗に合った価格は歓迎。一律になると地方と首都圏でお得感が変わるよね！,positive,0.9694,neutral
https://news.yahoo.co.jp/articles/c2ea713a159f3eb446b16854846417714c587923,マクドナルド「てりたまマフィンセット」の“二重価格”が話題！「羽田空港750円・長崎640円」…店舗によって値段が違うのは問題ない？ チェーン店が値段に差をつける理由とは…問題はないのかなどを解説します。マクドナルドの二重価格に関するSNSの投稿が話題に前記のとおり、「マクドナルドで同じメニューなのに価格が違う」とい…ファイナンシャルフィールドライフ総合4/16(木) 13:40,"不動産を含む経営をしてみればすぐに分かりますよね。家賃が違うのに売値が同じなんて、そもそも無理です。
ある意味、今まで、田舎の人が都会の人にお金を還流していただけですが、ついに無理が来たということでしょうかね。",negative,0.8576,negative
https://news.yahoo.co.jp/articles/c2ea713a159f3eb446b16854846417714c587923,マクドナルド「てりたまマフィンセット」の“二重価格”が話題！「羽田空港750円・長崎640円」…店舗によって値段が違うのは問題ない？ チェーン店が値段に差をつける理由とは…問題はないのかなどを解説します。マクドナルドの二重価格に関するSNSの投稿が話題に前記のとおり、「マクドナルドで同じメニューなのに価格が違う」とい…ファイナンシャルフィールドライフ総合4/16(木) 13:40,"二重価格…
どう店舗内で人によって支払う額が違うという意味かと思ってた。
観光客と地元民とかさ。

チェーン店の価格違いなんか割と前からそうじゃない？
回転寿司だって同県内でも差があるよ。

店舗によって価格が異なりますっていう文言ももうお馴染みだ。",neutral,0.9319,negative
https://news.yahoo.co.jp/articles/ac884736973a52e328b8dc5545041075499a8ffa,香港チャンピオンズデーで騎乗の他国所属騎手を主催者が発表　ＪＲＡからはルメール騎手、川田将雅騎手…ズ騎手（豪州）は、チャンピオンズマイルでキャップフェラ、ジェームズ・マクドナルド騎手（ニュージーランド）は、クイーンエリザベス２世カップでロマンチック…馬トク報知競馬4/16(木) 13:32,"マスカレードボールの好走を願うのは もちろん、ジャンタルマンタルが世界に向け「日本のマイル王」の強さを見せてほしい。
当日は 馬券購入で応援したい。",positive,0.9368,positive
https://news.yahoo.co.jp/articles/ac884736973a52e328b8dc5545041075499a8ffa,香港チャンピオンズデーで騎乗の他国所属騎手を主催者が発表　ＪＲＡからはルメール騎手、川田将雅騎手…ズ騎手（豪州）は、チャンピオンズマイルでキャップフェラ、ジェームズ・マクドナルド騎手（ニュージーランド）は、クイーンエリザベス２世カップでロマンチック…馬トク報知競馬4/16(木) 13:32,"今年のクイーンエリザベス２世カップはベストレースになる可能性のある、レース史上最高の一戦になるでしょうね

おそらく日本馬は勝てないだろうけど(ロイヤルチャンピオンが勝つ)",positive,0.9032,positive
https://news.yahoo.co.jp/articles/ac884736973a52e328b8dc5545041075499a8ffa,香港チャンピオンズデーで騎乗の他国所属騎手を主催者が発表　ＪＲＡからはルメール騎手、川田将雅騎手…ズ騎手（豪州）は、チャンピオンズマイルでキャップフェラ、ジェームズ・マクドナルド騎手（ニュージーランド）は、クイーンエリザベス２世カップでロマンチック…馬トク報知競馬4/16(木) 13:32,日本馬は6頭が参戦だったはずなので、記載されていない3頭はモレイラとかの香港所属騎手が乗るのかな？,neutral,0.9525,neutral
https://news.yahoo.co.jp/articles/ac884736973a52e328b8dc5545041075499a8ffa,香港チャンピオンズデーで騎乗の他国所属騎手を主催者が発表　ＪＲＡからはルメール騎手、川田将雅騎手…ズ騎手（豪州）は、チャンピオンズマイルでキャップフェラ、ジェームズ・マクドナルド騎手（ニュージーランド）は、クイーンエリザベス２世カップでロマンチック…馬トク報知競馬4/16(木) 13:32,"日本馬も当然だけど
カーインライジングとロマンチックウォリアーの走りが楽しみで仕方ない。",positive,0.9868,positive
https://news.yahoo.co.jp/articles/ac884736973a52e328b8dc5545041075499a8ffa,香港チャンピオンズデーで騎乗の他国所属騎手を主催者が発表　ＪＲＡからはルメール騎手、川田将雅騎手…ズ騎手（豪州）は、チャンピオンズマイルでキャップフェラ、ジェームズ・マクドナルド騎手（ニュージーランド）は、クイーンエリザベス２世カップでロマンチック…馬トク報知競馬4/16(木) 13:32,ジョバンニになんで川田乗らない？,neutral,0.8838,neutral
https://news.yahoo.co.jp/articles/234e714b9a461e45a5a7dd484bbf4bfeec61e09e,マクドナルド、「チキンマックナゲット 15ピース」が期間限定で490円に日本マクドナルドは、「トクニナルド」キャンペーンを4月22日から5月19日まで実施する。 　年間を通してマクドナルドの様々な商品がおトクになる「ト…GAME Watchエンタメ総合4/16(木) 11:54,パッケージの箱を見ただけで女子力が高そう,positive,0.6829,positive
https://news.yahoo.co.jp/articles/234e714b9a461e45a5a7dd484bbf4bfeec61e09e,マクドナルド、「チキンマックナゲット 15ピース」が期間限定で490円に日本マクドナルドは、「トクニナルド」キャンペーンを4月22日から5月19日まで実施する。 　年間を通してマクドナルドの様々な商品がおトクになる「ト…GAME Watchエンタメ総合4/16(木) 11:54,不味くなった上に値段上がった,neutral,0.6796,negative
https://news.yahoo.co.jp/articles/234e714b9a461e45a5a7dd484bbf4bfeec61e09e,マクドナルド、「チキンマックナゲット 15ピース」が期間限定で490円に日本マクドナルドは、「トクニナルド」キャンペーンを4月22日から5月19日まで実施する。 　年間を通してマクドナルドの様々な商品がおトクになる「ト…GAME Watchエンタメ総合4/16(木) 11:54,"390円だったのに

昔",neutral,0.855,negative
https://news.yahoo.co.jp/articles/234e714b9a461e45a5a7dd484bbf4bfeec61e09e,マクドナルド、「チキンマックナゲット 15ピース」が期間限定で490円に日本マクドナルドは、「トクニナルド」キャンペーンを4月22日から5月19日まで実施する。 　年間を通してマクドナルドの様々な商品がおトクになる「ト…GAME Watchエンタメ総合4/16(木) 11:54,マックのナゲット美味しくなくなったよね…,negative,0.6961,negative
https://news.yahoo.co.jp/articles/39d91c033aff5943e29f574895e593c2d5e3f56c,「パッケージが違うのだよ！」マック×ガンダム、公式の「ジオン幹部」投稿にファンが名セリフで反応…よりスタートしたマクドナルドと『機動戦士ガンダム』のコラボキャンペーンが、SNS上で大きな反響を呼んでいます。同日夕方にマクドナルド公式Xアカウントが…マグミクスエンタメ総合4/16(木) 11:50,"大好物のチキンタツタなので初日に食べました。ケンタでも鶏竜田やってますが、あちらの本格的なチキンと違い、いつものチープで生姜ガッツリ効いたマックの方がジャンクに味わえて美味しい。本格派よりもこのジャンクさが魅力なのです。バンズも甘くておいしい。
それよりもガンダムコラボ。CMがイマイチだなぁ..
「真実はいつもタツタ！」と極め台詞がバッチリ決まっていたコナン君と違って、ガンダムは地味過ぎる。チキンタツタをブライトに横取りされたアムロが、「取ったね、親父にも取られたことないのに」ぐらいの遊びはあってもいいのに。コナン君に戻してほしい。",neutral,0.6786,negative
https://news.yahoo.co.jp/articles/39d91c033aff5943e29f574895e593c2d5e3f56c,「パッケージが違うのだよ！」マック×ガンダム、公式の「ジオン幹部」投稿にファンが名セリフで反応…よりスタートしたマクドナルドと『機動戦士ガンダム』のコラボキャンペーンが、SNS上で大きな反響を呼んでいます。同日夕方にマクドナルド公式Xアカウントが…マグミクスエンタメ総合4/16(木) 11:50,パッケージが違うだけでしょ？袋なんて食べたらすぐ捨てるし。たいしたコラボではないですね。これが横井画伯のカードダスがオマケでついてくるとかだったらソッコーで買いに行ったけど,neutral,0.8549,negative
https://news.yahoo.co.jp/articles/39d91c033aff5943e29f574895e593c2d5e3f56c,「パッケージが違うのだよ！」マック×ガンダム、公式の「ジオン幹部」投稿にファンが名セリフで反応…よりスタートしたマクドナルドと『機動戦士ガンダム』のコラボキャンペーンが、SNS上で大きな反響を呼んでいます。同日夕方にマクドナルド公式Xアカウントが…マグミクスエンタメ総合4/16(木) 11:50,"和かんきつヨーグルトの容器にラストシューティングを持ってきたのは素直に上手いと思う。かんじんの中身はあんまり美味くなかったけど……好きな人は好きなのかな？
認めたくないものだな、自分自身の老いゆえの味覚の衰えを。
（……いやマジこれ年のせいなんか？？？）",negative,0.8853,neutral
https://news.yahoo.co.jp/articles/39d91c033aff5943e29f574895e593c2d5e3f56c,「パッケージが違うのだよ！」マック×ガンダム、公式の「ジオン幹部」投稿にファンが名セリフで反応…よりスタートしたマクドナルドと『機動戦士ガンダム』のコラボキャンペーンが、SNS上で大きな反響を呼んでいます。同日夕方にマクドナルド公式Xアカウントが…マグミクスエンタメ総合4/16(木) 11:50,Zガンダムでカクリコンが仲間に持ってきたバーガーがチキンで、「またチキンか?」と愚痴をこぼしていたよね。あとクワトロバジーナが月で密会したのがマクダニエルだったと思う。,neutral,0.8994,neutral
https://news.yahoo.co.jp/articles/39d91c033aff5943e29f574895e593c2d5e3f56c,「パッケージが違うのだよ！」マック×ガンダム、公式の「ジオン幹部」投稿にファンが名セリフで反応…よりスタートしたマクドナルドと『機動戦士ガンダム』のコラボキャンペーンが、SNS上で大きな反響を呼んでいます。同日夕方にマクドナルド公式Xアカウントが…マグミクスエンタメ総合4/16(木) 11:50,"行きにくいんだよな、こういうのって。
ガンダムでファースト（ファスト）と言えば、待機所でバーガーを食べるスレッガーさんだが。

ランバ・ラルなら「昼はマック」とクランプに語り、「その方が兵達も喜びます。」とか。",positive,0.5778,neutral
https://news.yahoo.co.jp/articles/39d91c033aff5943e29f574895e593c2d5e3f56c,「パッケージが違うのだよ！」マック×ガンダム、公式の「ジオン幹部」投稿にファンが名セリフで反応…よりスタートしたマクドナルドと『機動戦士ガンダム』のコラボキャンペーンが、SNS上で大きな反響を呼んでいます。同日夕方にマクドナルド公式Xアカウントが…マグミクスエンタメ総合4/16(木) 11:50,"転売ヤーの手を逃れた人々を待っていたのは、また地獄だった。破壊の後に住み着いた欲望と暴力。一年戦争が生み出したソドムの街。悪徳と野心、頽廃と混沌とをコンクリートミキサーにかけてブチまけた、ここは宇宙世紀のゴモラ。
次回「チキンタツタ破壊命令」

来週もマックと地獄に付き合ってもらう。",neutral,0.7325,neutral
https://news.yahoo.co.jp/articles/39d91c033aff5943e29f574895e593c2d5e3f56c,「パッケージが違うのだよ！」マック×ガンダム、公式の「ジオン幹部」投稿にファンが名セリフで反応…よりスタートしたマクドナルドと『機動戦士ガンダム』のコラボキャンペーンが、SNS上で大きな反響を呼んでいます。同日夕方にマクドナルド公式Xアカウントが…マグミクスエンタメ総合4/16(木) 11:50,"たかが包み紙がガンダムな程度でっ！？

…しかし転売ヤーに群がられるよりは遥かに平和で済んでいるんだから、こういうのでいいんだよ、こういうので。",positive,0.5132,neutral
https://news.yahoo.co.jp/articles/39d91c033aff5943e29f574895e593c2d5e3f56c,「パッケージが違うのだよ！」マック×ガンダム、公式の「ジオン幹部」投稿にファンが名セリフで反応…よりスタートしたマクドナルドと『機動戦士ガンダム』のコラボキャンペーンが、SNS上で大きな反響を呼んでいます。同日夕方にマクドナルド公式Xアカウントが…マグミクスエンタメ総合4/16(木) 11:50,"パッケージなんて、ただの飾りです。
偉い人にはそれがわからんのです。",negative,0.5373,negative
https://news.yahoo.co.jp/articles/39d91c033aff5943e29f574895e593c2d5e3f56c,「パッケージが違うのだよ！」マック×ガンダム、公式の「ジオン幹部」投稿にファンが名セリフで反応…よりスタートしたマクドナルドと『機動戦士ガンダム』のコラボキャンペーンが、SNS上で大きな反響を呼んでいます。同日夕方にマクドナルド公式Xアカウントが…マグミクスエンタメ総合4/16(木) 11:50,"この企画失敗したら
「戦いに敗れるということはこういうことだ！」
と覚悟決めるのかね？",neutral,0.8485,neutral
https://news.yahoo.co.jp/articles/39d91c033aff5943e29f574895e593c2d5e3f56c,「パッケージが違うのだよ！」マック×ガンダム、公式の「ジオン幹部」投稿にファンが名セリフで反応…よりスタートしたマクドナルドと『機動戦士ガンダム』のコラボキャンペーンが、SNS上で大きな反響を呼んでいます。同日夕方にマクドナルド公式Xアカウントが…マグミクスエンタメ総合4/16(木) 11:50,だが自分の商才で売れた訳では無いぞ。そのパッケージのおかげだと言う事を忘れるな。,neutral,0.5481,negative
